node_A,node_B,node_C,sim_B_A,sim_C_B
D0681726,D0680162,D0680161,0.918132,0.95667
D0681726,D0680162,D0678403,0.918132,0.910178
D0689543,D0680162,D0680161,0.913664,0.95667
D0689543,D0680162,D0678403,0.913664,0.910178
D0680581,D0680162,D0680161,0.822271,0.95667
D0680581,D0680162,D0678403,0.822271,0.910178
D0681721,D0680162,D0680161,0.950534,0.95667
D0681721,D0680162,D0678403,0.950534,0.910178
D0686659,D0680162,D0680161,0.949977,0.95667
D0686659,D0680162,D0678403,0.949977,0.910178
D0680162,D0678403,D0675673,0.910178,0.909624
D0680163,D0678403,D0675673,0.885703,0.909624
D0681107,D0678403,D0675673,0.72208,0.909624
D0681726,D0678403,D0675673,0.972257,0.909624
D0689543,D0678403,D0675673,0.983473,0.909624
D0694318,D0678403,D0675673,0.991682,0.909624
D0681107,D0680163,D0680162,0.91559,0.974731
D0681107,D0680163,D0678403,0.91559,0.885703
D0681726,D0680163,D0680162,0.902312,0.974731
D0681726,D0680163,D0678403,0.902312,0.885703
D0689543,D0680163,D0680162,0.885068,0.974731
D0689543,D0680163,D0678403,0.885068,0.885703
D0681108,D0680163,D0680162,0.963853,0.974731
D0681108,D0680163,D0678403,0.963853,0.885703
D0686659,D0680163,D0680162,0.956825,0.974731
D0686659,D0680163,D0678403,0.956825,0.885703
D0689543,D0681726,D0681107,0.979317,0.741974
D0689543,D0681726,D0680162,0.979317,0.918132
D0689543,D0681726,D0678403,0.979317,0.972257
D0689543,D0681726,D0680163,0.979317,0.902312
D0682348,D0675675,D0675674,0.757504,0.789144
D0681721,D0680581,D0680162,0.823097,0.822271
D0695339,D0680581,D0680162,0.817332,0.822271
D0681720,D0678402,D0675673,0.971598,0.966271
D0686658,D0681720,D0678402,0.942002,0.971598
D0695339,D0692477,D0685414,0.847348,0.946639
D0685415,D0681719,D0677720,0.851278,0.85943
D0695339,D0687089,D0685414,0.973547,0.923562
D0698858,D0698857,D0698388,0.989301,0.974873
D0716371,D0716370,D0705346,0.890204,0.827127
D0716371,D0716370,D0706337,0.890204,0.853032
D0716371,D0716370,D0711460,0.890204,0.833722
D0716372,D0716370,D0705346,0.871868,0.827127
D0716372,D0716370,D0706337,0.871868,0.853032
D0716372,D0716370,D0711460,0.871868,0.833722
D0711460,D0706337,D0705346,0.67603,0.973751
D0716370,D0706337,D0705346,0.853032,0.973751
D0716372,D0706337,D0705346,0.830209,0.973751
D0716371,D0706337,D0705346,0.757267,0.973751
D0716370,D0711460,D0705346,0.833722,0.671438
D0716370,D0711460,D0706337,0.833722,0.67603
D0716372,D0711460,D0705346,0.80303,0.671438
D0716372,D0711460,D0706337,0.80303,0.67603
D0713447,D0711460,D0705346,0.91141,0.671438
D0713447,D0711460,D0706337,0.91141,0.67603
D0720000,D0711460,D0705346,0.891905,0.671438
D0720000,D0711460,D0706337,0.891905,0.67603
D0719999,D0716372,D0716370,0.83438,0.871868
D0719999,D0716372,D0705346,0.83438,0.837486
D0719999,D0716372,D0706337,0.83438,0.830209
D0719999,D0716372,D0711460,0.83438,0.80303
D0720000,D0713447,D0711460,0.965297,0.91141
D0720000,D0713447,D0707288,0.965297,0.909958
D0698389,D0697967,D0697966,0.964223,0.989686
D0702760,D0697967,D0697966,0.974689,0.989686
D0718383,D0697967,D0697966,0.937117,0.989686
D0702760,D0698389,D0697966,0.96512,0.979424
D0702760,D0698389,D0697967,0.96512,0.964223
D0718383,D0698389,D0697966,0.943747,0.979424
D0718383,D0698389,D0697967,0.943747,0.964223
D0718383,D0702760,D0697966,0.964683,0.973627
D0718383,D0702760,D0697967,0.964683,0.974689
D0718383,D0702760,D0698389,0.964683,0.96512
D0715355,D0714863,D0697131,0.915656,0.689109
D0708254,D0707750,D0707749,0.916549,0.920561
D0705855,D0705853,D0705347,0.906695,0.935264
D0705856,D0705853,D0705347,0.913223,0.935264
D0705856,D0705855,D0705347,0.840833,0.903802
D0705856,D0705855,D0705853,0.840833,0.906695
D0699784,D0697965,D0697964,0.916565,0.923258
D0701563,D0697965,D0697964,0.859215,0.923258
D0706341,D0701898,D0700650,0.86646,0.803892
D0703264,D0701898,D0700650,0.612274,0.803892
D0706341,D0703264,D0701898,0.71676,0.612274
D0706341,D0703264,D0701561,0.71676,0.736822
D0706341,D0703264,D0700650,0.71676,0.762596
D0707752,D0707751,D0697549,0.982295,0.977648
D0718382,D0712459,D0711462,0.438879,0.845636
D0738430,D0738428,D0735266,0.710926,0.930108
D0740359,D0734814,D0733217,0.828832,0.850419
D0740359,D0734814,D0724141,0.828832,0.863028
D0740359,D0734814,D0725184,0.828832,0.836765
D0740359,D0734814,D0722108,0.828832,0.88071
D0725184,D0724141,D0723615,0.982137,0.973309
D0734814,D0724141,D0723615,0.863028,0.973309
D0740359,D0724141,D0723615,0.97264,0.973309
D0734814,D0725184,D0724141,0.836765,0.982137
D0734814,D0725184,D0722339,0.836765,0.969859
D0740359,D0725184,D0724141,0.982639,0.982137
D0740359,D0725184,D0722339,0.982639,0.969859
D0726249,D0725184,D0724141,0.935684,0.982137
D0726249,D0725184,D0722339,0.935684,0.969859
D0727413,D0725184,D0724141,0.81998,0.982137
D0727413,D0725184,D0722339,0.81998,0.969859
D0727414,D0725184,D0724141,0.875011,0.982137
D0727414,D0725184,D0722339,0.875011,0.969859
D0727415,D0725184,D0724141,0.886184,0.982137
D0727415,D0725184,D0722339,0.886184,0.969859
D0741945,D0725184,D0724141,0.924074,0.982137
D0741945,D0725184,D0722339,0.924074,0.969859
D0727413,D0726249,D0725184,0.939183,0.935684
D0727413,D0726249,D0722339,0.939183,0.925788
D0727413,D0726249,D0724142,0.939183,0.975441
D0727414,D0726249,D0725184,0.965459,0.935684
D0727414,D0726249,D0722339,0.965459,0.925788
D0727414,D0726249,D0724142,0.965459,0.975441
D0727415,D0726249,D0725184,0.964699,0.935684
D0727415,D0726249,D0722339,0.964699,0.925788
D0727415,D0726249,D0724142,0.964699,0.975441
D0741945,D0726249,D0725184,0.971195,0.935684
D0741945,D0726249,D0722339,0.971195,0.925788
D0741945,D0726249,D0724142,0.971195,0.975441
D0726250,D0726249,D0725184,0.976998,0.935684
D0726250,D0726249,D0722339,0.976998,0.925788
D0726250,D0726249,D0724142,0.976998,0.975441
D0726251,D0726249,D0725184,0.973604,0.935684
D0726251,D0726249,D0722339,0.973604,0.925788
D0726251,D0726249,D0724142,0.973604,0.975441
D0742960,D0726249,D0725184,0.959838,0.935684
D0742960,D0726249,D0722339,0.959838,0.925788
D0742960,D0726249,D0724142,0.959838,0.975441
D0727414,D0727413,D0725184,0.977985,0.81998
D0727414,D0727413,D0722339,0.977985,0.828335
D0727414,D0727413,D0726249,0.977985,0.939183
D0727415,D0727413,D0725184,0.969543,0.81998
D0727415,D0727413,D0722339,0.969543,0.828335
D0727415,D0727413,D0726249,0.969543,0.939183
D0741945,D0727413,D0725184,0.928518,0.81998
D0741945,D0727413,D0722339,0.928518,0.828335
D0741945,D0727413,D0726249,0.928518,0.939183
D0727415,D0727414,D0725184,0.978316,0.875011
D0727415,D0727414,D0722339,0.978316,0.876091
D0727415,D0727414,D0726249,0.978316,0.965459
D0727415,D0727414,D0727413,0.978316,0.977985
D0741945,D0727414,D0725184,0.959529,0.875011
D0741945,D0727414,D0722339,0.959529,0.876091
D0741945,D0727414,D0726249,0.959529,0.965459
D0741945,D0727414,D0727413,0.959529,0.977985
D0741945,D0727415,D0725184,0.966628,0.886184
D0741945,D0727415,D0722339,0.966628,0.88486
D0741945,D0727415,D0726249,0.966628,0.964699
D0741945,D0727415,D0727413,0.966628,0.969543
D0741945,D0727415,D0727414,0.966628,0.978316
D0741945,D0727415,D0724140,0.966628,0.915453
D0727416,D0727415,D0725184,0.887676,0.886184
D0727416,D0727415,D0722339,0.887676,0.88486
D0727416,D0727415,D0726249,0.887676,0.964699
D0727416,D0727415,D0727413,0.887676,0.969543
D0727416,D0727415,D0727414,0.887676,0.978316
D0727416,D0727415,D0724140,0.887676,0.915453
D0727417,D0727410,D0727409,0.947634,0.984455
D0742450,D0727410,D0727409,0.738902,0.984455
D0742450,D0727417,D0727409,0.84307,0.965769
D0742450,D0727417,D0727410,0.84307,0.947634
D0740358,D0732108,D0730437,0.969698,0.833328
D0737895,D0732108,D0730437,0.890798,0.833328
D0732108,D0730437,D0720803,0.833328,0.966526
D0732108,D0730437,D0722109,0.833328,0.878716
D0737895,D0730437,D0720803,0.974168,0.966526
D0737895,D0730437,D0722109,0.974168,0.878716
D0744028,D0730437,D0720803,0.770183,0.966526
D0744028,D0730437,D0722109,0.770183,0.878716
D0744028,D0737895,D0732108,0.807015,0.890798
D0744028,D0737895,D0730437,0.807015,0.974168
D0744028,D0737895,D0720803,0.807015,0.936622
D0744028,D0737895,D0722109,0.807015,0.919403
D0742960,D0726251,D0726249,0.960816,0.973604
D0742960,D0726251,D0724142,0.960816,0.988308
D0742960,D0726251,D0726250,0.960816,0.984715
D0728675,D0725181,D0725180,0.875008,0.975049
D0726251,D0726250,D0726249,0.984715,0.976998
D0726251,D0726250,D0724142,0.984715,0.992301
D0742960,D0726250,D0726249,0.976184,0.976998
D0742960,D0726250,D0724142,0.976184,0.992301
D0745601,D0745600,D0745087,0.984751,0.984939
D0762766,D0762258,D0759748,0.880967,0.918424
D0771180,D0762258,D0759748,0.9164,0.918424
D0773554,D0762258,D0759748,0.866032,0.918424
D0763346,D0762258,D0759748,0.883606,0.918424
D0768766,D0762766,D0759748,0.905872,0.886814
D0768766,D0762766,D0762258,0.905872,0.880967
D0768767,D0762766,D0759748,0.898813,0.886814
D0768767,D0762766,D0762258,0.898813,0.880967
D0763956,D0762766,D0759748,0.715719,0.886814
D0763956,D0762766,D0762258,0.715719,0.880967
D0765767,D0762766,D0759748,0.87188,0.886814
D0765767,D0762766,D0762258,0.87188,0.880967
D0771181,D0762766,D0759748,0.814765,0.886814
D0771181,D0762766,D0762258,0.814765,0.880967
D0773554,D0771180,D0759748,0.785537,0.890664
D0773554,D0771180,D0762258,0.785537,0.9164
D0773554,D0771180,D0763346,0.785537,0.802082
D0772335,D0771180,D0759748,0.81756,0.890664
D0772335,D0771180,D0762258,0.81756,0.9164
D0772335,D0771180,D0763346,0.81756,0.802082
D0771180,D0763346,D0759748,0.802082,0.892089
D0771180,D0763346,D0762258,0.802082,0.883606
D0773554,D0763346,D0759748,0.831671,0.892089
D0773554,D0763346,D0762258,0.831671,0.883606
D0772335,D0763346,D0759748,0.826607,0.892089
D0772335,D0763346,D0762258,0.826607,0.883606
D0772977,D0750164,D0749169,0.985076,0.96819
D0772977,D0750164,D0749172,0.985076,0.975576
D0765772,D0750164,D0749169,0.962084,0.96819
D0765772,D0750164,D0749172,0.962084,0.975576
D0765772,D0763958,D0755889,0.909043,0.958331
D0769965,D0763958,D0755889,0.915737,0.958331
D0771183,D0763958,D0755889,0.897212,0.958331
D0772977,D0763958,D0755889,0.917196,0.958331
D0769965,D0765772,D0750164,0.965135,0.962084
D0769965,D0765772,D0755889,0.965135,0.849413
D0769965,D0765772,D0763958,0.965135,0.909043
D0771183,D0765772,D0750164,0.965458,0.962084
D0771183,D0765772,D0755889,0.965458,0.849413
D0771183,D0765772,D0763958,0.965458,0.909043
D0772977,D0765772,D0750164,0.97477,0.962084
D0772977,D0765772,D0755889,0.97477,0.849413
D0772977,D0765772,D0763958,0.97477,0.909043
D0771183,D0769965,D0755889,0.947439,0.862366
D0771183,D0769965,D0763958,0.947439,0.915737
D0771183,D0769965,D0765772,0.947439,0.965135
D0771183,D0769965,D0758486,0.947439,0.826823
D0771183,D0769965,D0755284,0.947439,0.748214
D0771183,D0769965,D0752135,0.947439,0.975416
D0772977,D0769965,D0755889,0.956768,0.862366
D0772977,D0769965,D0763958,0.956768,0.915737
D0772977,D0769965,D0765772,0.956768,0.965135
D0772977,D0769965,D0758486,0.956768,0.826823
D0772977,D0769965,D0755284,0.956768,0.748214
D0772977,D0769965,D0752135,0.956768,0.975416
D0772977,D0771183,D0755889,0.9842,0.809002
D0772977,D0771183,D0763958,0.9842,0.897212
D0772977,D0771183,D0765772,0.9842,0.965458
D0772977,D0771183,D0769965,0.9842,0.947439
D0767676,D0758486,D0755286,0.873729,0.940223
D0767676,D0758486,D0755284,0.873729,0.966515
D0769968,D0758486,D0755286,0.824646,0.940223
D0769968,D0758486,D0755284,0.824646,0.966515
D0769965,D0758486,D0755286,0.826823,0.940223
D0769965,D0758486,D0755284,0.826823,0.966515
D0769968,D0767676,D0755286,0.9777,0.959902
D0769968,D0767676,D0758486,0.9777,0.873729
D0763957,D0757170,D0750165,0.824788,0.783992
D0771182,D0763957,D0750165,0.810168,0.762674
D0771182,D0763957,D0757170,0.810168,0.824788
D0775275,D0763957,D0750165,0.572962,0.762674
D0775275,D0763957,D0757170,0.572962,0.824788
D0750164,D0749172,D0749169,0.975576,0.989707
D0757165,D0754787,D0751635,0.845607,0.732565
D0754788,D0754787,D0751635,0.83301,0.732565
D0757164,D0754787,D0751635,0.871795,0.732565
D0757165,D0757164,D0751635,0.967674,0.599793
D0757165,D0757164,D0754787,0.967674,0.871795
D0775275,D0765166,D0751636,0.975294,0.709145
D0775275,D0765166,D0750162,0.975294,0.935505
D0766359,D0765166,D0751636,0.970678,0.709145
D0766359,D0765166,D0750162,0.970678,0.935505
D0768768,D0765166,D0751636,0.948007,0.709145
D0768768,D0765166,D0750162,0.948007,0.935505
D0771182,D0765166,D0751636,0.757312,0.709145
D0771182,D0765166,D0750162,0.757312,0.935505
D0768768,D0766359,D0751635,0.97432,0.524013
D0768768,D0766359,D0765166,0.97432,0.970678
D0768768,D0766359,D0760835,0.97432,0.783753
D0775275,D0766359,D0751635,0.955165,0.524013
D0775275,D0766359,D0765166,0.955165,0.970678
D0775275,D0766359,D0760835,0.955165,0.783753
D0766360,D0766359,D0751635,0.990301,0.524013
D0766360,D0766359,D0765166,0.990301,0.970678
D0766360,D0766359,D0760835,0.990301,0.783753
D0767671,D0766359,D0751635,0.679507,0.524013
D0767671,D0766359,D0765166,0.679507,0.970678
D0767671,D0766359,D0760835,0.679507,0.783753
D0775275,D0768768,D0751636,0.941742,0.612049
D0775275,D0768768,D0765166,0.941742,0.948007
D0775275,D0768768,D0766359,0.941742,0.97432
D0775275,D0768768,D0757848,0.941742,0.914961
D0775275,D0768768,D0758481,0.941742,0.881422
D0775275,D0768768,D0765773,0.941742,0.740486
D0775275,D0768768,D0767671,0.941742,0.693289
D0771182,D0768768,D0751636,0.691917,0.612049
D0771182,D0768768,D0765166,0.691917,0.948007
D0771182,D0768768,D0766359,0.691917,0.97432
D0771182,D0768768,D0757848,0.691917,0.914961
D0771182,D0768768,D0758481,0.691917,0.881422
D0771182,D0768768,D0765773,0.691917,0.740486
D0771182,D0768768,D0767671,0.691917,0.693289
D0775275,D0771182,D0763957,0.748495,0.810168
D0775275,D0771182,D0751636,0.748495,0.903811
D0775275,D0771182,D0765166,0.748495,0.757312
D0775275,D0771182,D0768768,0.748495,0.691917
D0775275,D0771182,D0757848,0.748495,0.735414
D0775275,D0771182,D0758481,0.748495,0.682705
D0775275,D0771182,D0765773,0.748495,0.900818
D0775275,D0771182,D0767671,0.748495,0.901498
D0768767,D0768766,D0759748,0.992705,0.817382
D0768767,D0768766,D0762766,0.992705,0.905872
D0761906,D0761353,D0759154,0.867168,0.850372
D0762770,D0761353,D0759154,0.889801,0.850372
D0771184,D0761353,D0759154,0.579288,0.850372
D0762260,D0761353,D0759154,0.916371,0.850372
D0762261,D0761353,D0759154,0.907631,0.850372
D0767672,D0761353,D0759154,0.863636,0.850372
D0767673,D0761353,D0759154,0.852344,0.850372
D0767674,D0761353,D0759154,0.818055,0.850372
D0762770,D0761906,D0761353,0.906374,0.867168
D0771184,D0761906,D0761353,0.501149,0.867168
D0771184,D0762770,D0761353,0.582845,0.889801
D0771184,D0762770,D0761906,0.582845,0.906374
D0761902,D0753217,D0750162,0.946325,0.957855
D0769965,D0752135,D0750701,0.975416,0.890172
D0769965,D0752135,D0752134,0.975416,0.811886
D0762261,D0762260,D0761353,0.851828,0.916371
D0762261,D0762260,D0759154,0.851828,0.81512
D0767672,D0762260,D0761353,0.807847,0.916371
D0767672,D0762260,D0759154,0.807847,0.81512
D0767673,D0762260,D0761353,0.807927,0.916371
D0767673,D0762260,D0759154,0.807927,0.81512
D0767674,D0762260,D0761353,0.763362,0.916371
D0767674,D0762260,D0759154,0.763362,0.81512
D0767672,D0762261,D0761353,0.879711,0.907631
D0767672,D0762261,D0759154,0.879711,0.849747
D0767672,D0762261,D0762260,0.879711,0.851828
D0767673,D0762261,D0761353,0.881246,0.907631
D0767673,D0762261,D0759154,0.881246,0.849747
D0767673,D0762261,D0762260,0.881246,0.851828
D0767674,D0762261,D0761353,0.837653,0.907631
D0767674,D0762261,D0759154,0.837653,0.849747
D0767674,D0762261,D0762260,0.837653,0.851828
D0767673,D0767672,D0761353,0.962991,0.863636
D0767673,D0767672,D0759154,0.962991,0.930679
D0767673,D0767672,D0762260,0.962991,0.807847
D0767673,D0767672,D0762261,0.962991,0.879711
D0767674,D0767672,D0761353,0.976714,0.863636
D0767674,D0767672,D0759154,0.976714,0.930679
D0767674,D0767672,D0762260,0.976714,0.807847
D0767674,D0767672,D0762261,0.976714,0.879711
D0767674,D0767673,D0761353,0.951762,0.852344
D0767674,D0767673,D0759154,0.951762,0.906618
D0767674,D0767673,D0762260,0.951762,0.807927
D0767674,D0767673,D0762261,0.951762,0.881246
D0767674,D0767673,D0767672,0.951762,0.962991
D0765767,D0763956,D0762766,0.602516,0.715719
D0764574,D0763956,D0762766,0.960945,0.715719
D0758481,D0757848,D0751636,0.853015,0.726288
D0765773,D0757848,D0751636,0.759673,0.726288
D0767671,D0757848,D0751636,0.689833,0.726288
D0768768,D0757848,D0751636,0.914961,0.726288
D0771182,D0757848,D0751636,0.735414,0.726288
D0775275,D0757848,D0751636,0.948478,0.726288
D0765773,D0758481,D0751636,0.750775,0.611724
D0765773,D0758481,D0750162,0.750775,0.896723
D0765773,D0758481,D0757848,0.750775,0.853015
D0765773,D0758481,D0752137,0.750775,0.645989
D0767671,D0758481,D0751636,0.698201,0.611724
D0767671,D0758481,D0750162,0.698201,0.896723
D0767671,D0758481,D0757848,0.698201,0.853015
D0767671,D0758481,D0752137,0.698201,0.645989
D0768768,D0758481,D0751636,0.881422,0.611724
D0768768,D0758481,D0750162,0.881422,0.896723
D0768768,D0758481,D0757848,0.881422,0.853015
D0768768,D0758481,D0752137,0.881422,0.645989
D0771182,D0758481,D0751636,0.682705,0.611724
D0771182,D0758481,D0750162,0.682705,0.896723
D0771182,D0758481,D0757848,0.682705,0.853015
D0771182,D0758481,D0752137,0.682705,0.645989
D0775275,D0758481,D0751636,0.876336,0.611724
D0775275,D0758481,D0750162,0.876336,0.896723
D0775275,D0758481,D0757848,0.876336,0.853015
D0775275,D0758481,D0752137,0.876336,0.645989
D0760834,D0758481,D0751636,0.803479,0.611724
D0760834,D0758481,D0750162,0.803479,0.896723
D0760834,D0758481,D0757848,0.803479,0.853015
D0760834,D0758481,D0752137,0.803479,0.645989
D0769368,D0758481,D0751636,0.755023,0.611724
D0769368,D0758481,D0750162,0.755023,0.896723
D0769368,D0758481,D0757848,0.755023,0.853015
D0769368,D0758481,D0752137,0.755023,0.645989
D0767671,D0765773,D0751636,0.885942,0.877166
D0767671,D0765773,D0757848,0.885942,0.759673
D0767671,D0765773,D0758481,0.885942,0.750775
D0768768,D0765773,D0751636,0.740486,0.877166
D0768768,D0765773,D0757848,0.740486,0.759673
D0768768,D0765773,D0758481,0.740486,0.750775
D0771182,D0765773,D0751636,0.900818,0.877166
D0771182,D0765773,D0757848,0.900818,0.759673
D0771182,D0765773,D0758481,0.900818,0.750775
D0775275,D0765773,D0751636,0.779734,0.877166
D0775275,D0765773,D0757848,0.779734,0.759673
D0775275,D0765773,D0758481,0.779734,0.750775
D0768768,D0767671,D0751636,0.693289,0.843501
D0768768,D0767671,D0766359,0.693289,0.679507
D0768768,D0767671,D0757848,0.693289,0.689833
D0768768,D0767671,D0758481,0.693289,0.698201
D0768768,D0767671,D0765773,0.693289,0.885942
D0768768,D0767671,D0752139,0.693289,0.687707
D0768768,D0767671,D0758483,0.693289,0.659769
D0768768,D0767671,D0766360,0.693289,0.683197
D0771182,D0767671,D0751636,0.901498,0.843501
D0771182,D0767671,D0766359,0.901498,0.679507
D0771182,D0767671,D0757848,0.901498,0.689833
D0771182,D0767671,D0758481,0.901498,0.698201
D0771182,D0767671,D0765773,0.901498,0.885942
D0771182,D0767671,D0752139,0.901498,0.687707
D0771182,D0767671,D0758483,0.901498,0.659769
D0771182,D0767671,D0766360,0.901498,0.683197
D0775275,D0767671,D0751636,0.717904,0.843501
D0775275,D0767671,D0766359,0.717904,0.679507
D0775275,D0767671,D0757848,0.717904,0.689833
D0775275,D0767671,D0758481,0.717904,0.698201
D0775275,D0767671,D0765773,0.717904,0.885942
D0775275,D0767671,D0752139,0.717904,0.687707
D0775275,D0767671,D0758483,0.717904,0.659769
D0775275,D0767671,D0766360,0.717904,0.683197
D0764575,D0751637,D0747766,0.786557,0.954184
D0767671,D0758483,D0752139,0.659769,0.980747
D0772335,D0761899,D0746902,0.778721,0.678868
D0772335,D0761899,D0761350,0.778721,0.623084
D0761899,D0761350,D0759748,0.623084,0.761166
D0761899,D0761350,D0746902,0.623084,0.882326
D0772335,D0761350,D0759748,0.872539,0.761166
D0772335,D0761350,D0746902,0.872539,0.882326
D0767671,D0766360,D0766359,0.683197,0.990301
D0758481,D0752137,D0750162,0.645989,0.631301
D0759156,D0759155,D0759154,0.967917,0.983655
D0759157,D0759155,D0759154,0.975771,0.983655
D0759157,D0759156,D0759154,0.974616,0.96519
D0759157,D0759156,D0759155,0.974616,0.967917
D0765164,D0755283,D0754248,0.897852,0.927214
D0752135,D0752134,D0750701,0.811886,0.952581
D0766359,D0760835,D0751635,0.783753,0.793179
D0766359,D0760835,D0747764,0.783753,0.879187
D0766359,D0760835,D0760834,0.783753,0.941668
D0760835,D0760834,D0758481,0.941668,0.803479
D0760835,D0760834,D0747764,0.941668,0.871911
D0789446,D0788213,D0786968,0.984046,0.835169
D0790004,D0788213,D0786968,0.849715,0.835169
D0791224,D0788213,D0786968,0.705017,0.835169
D0791862,D0788213,D0786968,0.811146,0.835169
D0796573,D0788213,D0786968,0.890344,0.835169
D0798948,D0788213,D0786968,0.80204,0.835169
D0798949,D0788213,D0786968,0.832563,0.835169
D0790005,D0788213,D0786968,0.867232,0.835169
D0790004,D0789446,D0786968,0.85856,0.845914
D0790004,D0789446,D0788213,0.85856,0.984046
D0791224,D0789446,D0786968,0.708254,0.845914
D0791224,D0789446,D0788213,0.708254,0.984046
D0791862,D0789446,D0786968,0.829336,0.845914
D0791862,D0789446,D0788213,0.829336,0.984046
D0796573,D0789446,D0786968,0.882279,0.845914
D0796573,D0789446,D0788213,0.882279,0.984046
D0798948,D0789446,D0786968,0.826038,0.845914
D0798948,D0789446,D0788213,0.826038,0.984046
D0798949,D0789446,D0786968,0.852237,0.845914
D0798949,D0789446,D0788213,0.852237,0.984046
D0791224,D0790004,D0786968,0.775787,0.9103
D0791224,D0790004,D0788213,0.775787,0.849715
D0791224,D0790004,D0789446,0.775787,0.85856
D0791862,D0790004,D0786968,0.889508,0.9103
D0791862,D0790004,D0788213,0.889508,0.849715
D0791862,D0790004,D0789446,0.889508,0.85856
D0796573,D0790004,D0786968,0.863256,0.9103
D0796573,D0790004,D0788213,0.863256,0.849715
D0796573,D0790004,D0789446,0.863256,0.85856
D0798948,D0790004,D0786968,0.877336,0.9103
D0798948,D0790004,D0788213,0.877336,0.849715
D0798948,D0790004,D0789446,0.877336,0.85856
D0798949,D0790004,D0786968,0.912718,0.9103
D0798949,D0790004,D0788213,0.912718,0.849715
D0798949,D0790004,D0789446,0.912718,0.85856
D0790005,D0790004,D0786968,0.980909,0.9103
D0790005,D0790004,D0788213,0.980909,0.849715
D0790005,D0790004,D0789446,0.980909,0.85856
D0791862,D0791224,D0786968,0.923676,0.82394
D0791862,D0791224,D0788213,0.923676,0.705017
D0791862,D0791224,D0789446,0.923676,0.708254
D0791862,D0791224,D0790004,0.923676,0.775787
D0796573,D0791224,D0786968,0.724826,0.82394
D0796573,D0791224,D0788213,0.724826,0.705017
D0796573,D0791224,D0789446,0.724826,0.708254
D0796573,D0791224,D0790004,0.724826,0.775787
D0798948,D0791224,D0786968,0.762137,0.82394
D0798948,D0791224,D0788213,0.762137,0.705017
D0798948,D0791224,D0789446,0.762137,0.708254
D0798948,D0791224,D0790004,0.762137,0.775787
D0798949,D0791224,D0786968,0.758802,0.82394
D0798949,D0791224,D0788213,0.758802,0.705017
D0798949,D0791224,D0789446,0.758802,0.708254
D0798949,D0791224,D0790004,0.758802,0.775787
D0796573,D0791862,D0786968,0.841015,0.942031
D0796573,D0791862,D0788213,0.841015,0.811146
D0796573,D0791862,D0789446,0.841015,0.829336
D0796573,D0791862,D0790004,0.841015,0.889508
D0796573,D0791862,D0791224,0.841015,0.923676
D0798948,D0791862,D0786968,0.910232,0.942031
D0798948,D0791862,D0788213,0.910232,0.811146
D0798948,D0791862,D0789446,0.910232,0.829336
D0798948,D0791862,D0790004,0.910232,0.889508
D0798948,D0791862,D0791224,0.910232,0.923676
D0798949,D0791862,D0786968,0.913843,0.942031
D0798949,D0791862,D0788213,0.913843,0.811146
D0798949,D0791862,D0789446,0.913843,0.829336
D0798949,D0791862,D0790004,0.913843,0.889508
D0798949,D0791862,D0791224,0.913843,0.923676
D0798948,D0796573,D0786968,0.823101,0.910182
D0798948,D0796573,D0788213,0.823101,0.890344
D0798948,D0796573,D0789446,0.823101,0.882279
D0798948,D0796573,D0790004,0.823101,0.863256
D0798948,D0796573,D0791224,0.823101,0.724826
D0798948,D0796573,D0791862,0.823101,0.841015
D0798949,D0796573,D0786968,0.888457,0.910182
D0798949,D0796573,D0788213,0.888457,0.890344
D0798949,D0796573,D0789446,0.888457,0.882279
D0798949,D0796573,D0790004,0.888457,0.863256
D0798949,D0796573,D0791224,0.888457,0.724826
D0798949,D0796573,D0791862,0.888457,0.841015
D0798949,D0798948,D0786968,0.951131,0.931366
D0798949,D0798948,D0788213,0.951131,0.80204
D0798949,D0798948,D0789446,0.951131,0.826038
D0798949,D0798948,D0790004,0.951131,0.877336
D0798949,D0798948,D0791224,0.951131,0.762137
D0798949,D0798948,D0791862,0.951131,0.910232
D0798949,D0798948,D0796573,0.951131,0.823101
D0798949,D0798948,D0790005,0.951131,0.8674
D0798949,D0798948,D0779589,0.951131,0.791526
D0798949,D0798948,D0791865,0.951131,0.787375
D0798948,D0790005,D0788213,0.8674,0.867232
D0798948,D0790005,D0790004,0.8674,0.980909
D0798949,D0790005,D0788213,0.915256,0.867232
D0798949,D0790005,D0790004,0.915256,0.980909
D0802659,D0799594,D0792508,0.726224,0.784251
D0803310,D0799594,D0792508,0.654285,0.784251
D0803310,D0802659,D0799594,0.978484,0.726224
D0780841,D0780840,D0777833,0.927282,0.937396
D0791867,D0780840,D0777833,0.92041,0.937396
D0800214,D0780840,D0777833,0.924958,0.937396
D0800216,D0780840,D0777833,0.954645,0.937396
D0803310,D0780840,D0777833,0.944976,0.937396
D0791867,D0780841,D0777833,0.976424,0.950199
D0791867,D0780841,D0780840,0.976424,0.927282
D0800214,D0780841,D0777833,0.977445,0.950199
D0800214,D0780841,D0780840,0.977445,0.927282
D0800216,D0780841,D0777833,0.963223,0.950199
D0800216,D0780841,D0780840,0.963223,0.927282
D0803310,D0780841,D0777833,0.803246,0.950199
D0803310,D0780841,D0780840,0.803246,0.927282
D0800214,D0791867,D0777833,0.996734,0.948926
D0800214,D0791867,D0780840,0.996734,0.92041
